gene_accession,SRR13068848,ERR9708185,ERR9707208,SRR13068828,SRR13068830,ERR2198711,ERR2198654,SRR13712911,SRR13068839,ERR4320038,ERR4291163,SRR13712882,SRR4033068,ERR4319984,ERR4320005,SRR13844417,ERR9709065,SRR13844416,ERR9707206,SRR13022323,ERR9709308,SRR13712883,SRR13844463,SRR13022462,SRR13068816,SRR4033064,SRR13068840,SRR13068853,ERR2198709,SRR8667756,SRR15123534,SRR4435953,ERR4290680,SRR13844460,ERR9709394,SRR8667748,SRR4435948,SRR4033074,SRR15123562,SRR13068842,SRR13022378,SRR13712890,ERR4291161,SRR15123518,SRR11615763,SRR13712886,ERR4291147,SRR4435941,SRR13022400,ERR4320013,ERR4291114,SRR13022390,SRR13712875,SRR4435943,ERR4320083,SRR15123542,ERR2198710,SRR13022461,SRR13068844,ERR4319985,ERR9707878,SRR15123519,SRR13022276,ERR2198648,SRR13022398,ERR4319982,SRR13022301,ERR9707203,ERR9709279,ERR4290681,ERR4290684,SRR13068846,SRR4033076,SRR13022424,SRR15123516,SRR11615759,ERR9707883,SRR13022435,SRR13022382,ERR4320014,SRR13022431,SRR13068843,ERR4290868,SRR13068819,ERR9709441,SRR13844415,ERR9709452,ERR2198672,ERR9709067,SRR11615777,ERR4319954,SRR13068827,SRR13068851,SRR4033069,ERR4320082,SRR13068850,ERR4320001,ERR4320036,ERR9709393,ERR4320010,SRR8667746,SRR4033077,ERR2198673,SRR13844412,SRR13022299,SRR15123535,ERR9708136,ERR9709455,ERR4319981,ERR4319958,SRR13712912,SRR13022430,ERR9709066,SRR13712913,SRR4435956,ERR4320009,SRR4033075,SRR13068815,ERR4319952,ERR4320003,ERR4319949,SRR13844462,SRR13844390,SRR13022463,SRR13022445,ERR4320037,SRR13068841,ERR4319966,ERR4320072,SRR8667761,SRR15123553,ERR9709358,SRR4033065,SRR13844394,ERR4291172,SRR4033063,ERR9708137,SRR8667751,SRR13844413,SRR11615757,SRR15123517,SRR11615787,ERR9709079,SRR4435947,ERR4320006,ERR4320039,ERR9709417,SRR13022425,SRR13068826,SRR13068845,ERR4320011,SRR11615786,SRR8667753,ERR4290682,SRR15123561,ERR2198712,ERR9708963,SRR4435944,ERR9708141,SRR13022289,ERR4320007,SRR13068852,ERR2198632,ERR2198655,ERR4320084,ERR4319983,ERR2198636,ERR4290869,ERR4290683,SRR13022325,SRR4033072,ERR9709276,SRR13022396,SRR13712878,SRR11615760,ERR9709373,ERR4320004,SRR4435951,ERR4291155,ERR2198674,SRR13712879,ERR4320002,ERR9708953,SRR13022370,SRR13844461,ERR9708135,SRR15123532,ERR9709312,ERR2198652,SRR8667747,SRR13844393,SRR8667758,SRR4435949,SRR13022376,SRR15123550,SRR13712920,SRR13712884,SRR4033071,ERR9709501,SRR13068813,SRR8667749,SRR15123533,ERR4291148,ERR4291146,ERR4291162,SRR13022304,ERR4320070,ERR4320008,SRR13022428,ERR4290679,SRR13068814,ERR4320085,SRR13844392,ERR4320012,ERR4319962,SRR4435958,ERR9708962,SRR4033070,SRR13022305,SRR8667760,SRR8667755,ERR2198653,ERR4320040,SRR15123552,ERR2198637,SRR15123551,SRR13022278,ERR9709063,SRR8667754,ERR4320015,ERR9709530,SRR13022375,ERR4320071,SRR8667750,SRR13022322,ERR9707183,SRR13844391,SRR13068829,SRR11615764,ERR9708961,SRR13844379,SRR4435950,ERR9707885,SRR13712914,SRR11615766,SRR13068849,ERR9709458,SRR13022274,ERR4319950,SRR8667757,ERR4290678,SRR13712904,ERR9709070,SRR13712880,ERR9707182,SRR8667752,ERR9708959,ERR4320073,SRR11615769,SRR4435954,ERR9708133,SRR13068847,SRR11615758
MEG_7142|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.0,0,96.0,0,0,0,0,0,0,87.0,0,0,0,0,0,602.0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,0,0,61.0,0,0,351.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,0,0,44.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2702|Biocides|Acid_resistance|Acid_resistance_protein|EEFX,0,0,0,0,83.0,0,0,0,0,0,0,0,0,0,0,67.0,89.0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.0,0,0,0,0,0,0,2.0,0,42.0,0,0,0,0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,154.0,0,29.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,0,0,0,0,145.0,0,0,8.0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,0,0,2.0,0,0,0,0,0,0,198.0,0,0,0,0,0,0,0,0,0,300.0,0,26.0,0,0,0,0,0,23.0,0,104.0,0,0,0,57.0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,15.0,0,0,0,0,0,0,0,0,0,0,0,0,4.0,2.0,0,0,0,0,0,0,0,0,51.0,17.0,0,0,16.0,0,0,0,0,0,0,0,0,0,0,0,0,14.0,0,0,0,0,0,12.0
MEG_6162|Drugs|Nucleosides|Streptothricin_acetyltransferase|SAT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2081|Metals|Copper_resistance|Copper_resistance_regulator|COPZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_5348|Drugs|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,0,0,0,0,0,0,0,0,0,0,0,0,684.0,0,0,388.0,278.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367.0,0,0,0,0,104.0,1128.0,0,0,0,731.0,0,0,0,0,0,0,0,0,788.0,0,0,0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,123.0,0,516.0,0,0,194.0,0,0,0,0,0,0,0,0,154.0,0,0,0,0,1399.0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,511.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.0,0,0,0,0,193.0,0,0,113.0,0,0,109.0,0,0,0,0,97.0,0,0,0,0,0,1045.0,0,0,408.0,0,0,0,0,0,1027.0,0,0,0,0,0,224.0,0,0,423.0,0,0,0,0,0,264.0,582.0,261.0,0,0,0,0,0,0,0,0,0,0,209.0,0,0,0,0,0,186.0,0,0,153.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.0,0,0,0,0,963.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181.0,367.0,0,86.0,0,0,0,360.0,0,0,0,0,0,0,0,0,113.0,93.0,0,0,101.0,0,0,102.0
MEG_2797|Drugs|MLS|23S_rRNA_methyltransferases|ERMB,0,19.0,14.0,0,0,0,0,0,0,0,0,20.0,0,0,0,0,0,17.0,0,0,0,32.0,0,0,0,22.0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.0,0,0,44.0,0,0,0,0,34.0,23.0,0,0,0,0,0,0,0,0,15.0,18.0,0,47.0,0,0,0,0,0,0,0,0,0,25.0,0,0,0,0,0,0,0,14.0,0,0,0,55.0,0,13.0,35.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79.0,23.0,15.0,0,0,0,0,0,0,0,0,0,131.0,0,0,0,0,102.0,0,229.0,0,66.0,0,0,0,0,0,0,112.0,0,0,0,0,0,24.0,0,0,0,0,31.0,79.0,84.0,0,0,0,39.0,0,42.0,31.0,0,0,56.0,0,9.0,366.0,0,0,0,0,0,0,114.0,0,0,0,0,0,0,0,0,124.0,0,0,0,0,57.0,0,0,0,0,0,0,0,92.0,0,0,0,0,0,0,0,0,0,64.0,0,0,51.0,0,0,0,0,14.0,0,20.0,0,17.0,0,0,50.0,0,63.0,0,53.0,0,0,0,56.0,79.0,0,0,33.0,0,21.0,0,0,0,189.0,0,0
MEG_6113|Drugs|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,0,0,0,0,1212.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.0,0,0,0,0,392.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.0,0,0,0,0,0,0,0,0,0,125.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.0,0,0,0,0,0,0
MEG_7149|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,93.0,36.0,57.0,175.0,89.0,226.0,272.0,246.0,133.0,0,393.0,97.0,0,0,0,0,58.0,173.0,56.0,0,0,98.0,47.0,0,90.0,215.0,153.0,96.0,0,0,0,0,131.0,98.0,138.0,0,0,443.0,133.0,118.0,0,0,662.0,0,306.0,35.0,591.0,0,0,0,292.0,0,252.0,0,0,0,193.0,0,74.0,0,94.0,0,0,222.0,0,0,0,0,0,366.0,340.0,76.0,0,0,0,47.0,207.0,0,0,0,0,118.0,1234.0,54.0,117.0,119.0,219.0,0,189.0,77.0,0,172.0,63.0,0,0,142.0,0,0,54.0,0,0,64.0,159.0,119.0,0,40.0,0,0,0,0,189.0,0,102.0,276.0,0,0,55.0,123.0,0,0,0,52.0,96.0,0,0,0,117.0,0,0,45.0,219.0,0,0,69.0,571.0,146.0,0,0,226.0,48.0,0,77.0,33.0,0,0,0,92.0,0,65.0,43.0,0,175.0,0,0,0,467.0,0,0,46.0,0,0,76.0,803.0,373.0,0,49.0,340.0,105.0,0,58.0,0,0,0,93.0,174.0,165.0,0,0,0,467.0,62.0,0,502.0,0,0,324.0,0,0,0,0,0,46.0,0,0,0,89.0,0,46.0,0,28.0,0,0,447.0,0,396.0,41.0,0,0,0,109.0,48.0,0,82.0,0,0,0,0,186.0,0,0,0,266.0,0,0,275.0,0,0,239.0,0,0,74.0,32.0,0,0,0,260.0,263.0,162.0,83.0,0,119.0,144.0,295.0,0,36.0,155.0,357.0,0,0,44.0,305.0,85.0,30.0,111.0,322.0,0,50.0,0,70.0,0,0,45.0,44.0
MEG_1971|Drugs|betalactams|Class_C_betalactamases|CMY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_2260|Drugs|betalactams|Class_A_betalactamases|CTX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_6499|Metals|Multi-metal_resistance|Multi-metal_RND_efflux_pumps|SILA,0,0,0,0,2334.0,2699.0,0,0,258.0,308.0,0,0,3819.0,0,0,2371.0,2633.0,0,108.0,0,36.0,0,0,0,0,0,41.0,96.0,2229.0,0,0,1052.0,0,0,0,0,0,0,299.0,46.0,0,973.0,0,0,0,0,0,0,49.0,74.0,824.0,0,0,0,0,0,2489.0,163.0,56.0,0,0,0,0,0,0,0,0,0,1712.0,0,413.0,45.0,0,0,0,0,0,0,0,0,0,164.0,130.0,0,191.0,0,0,0,0,0,0,0,0,0,0,0,0,170.0,0,0,0,112.0,0,0,0,0,233.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3577.0,0,0,0,0,2860.0,0,0,734.0,0,0,0,0,0,1103.0,0,0,56.0,0,0,0,0,328.0,1034.0,0,0,0,0,0,0,0,0,0,0,0,0,0,312.0,0,0,268.0,0,0,0,0,0,0,4243.0,0,0,0,0,0,0,38.0,0,0,5764.0,0,2320.0,0,0,0,0,0,0,0,1963.0,0,0,0,915.0,0,0,0,0,0,0,58.0,0,0,0,0,0,0,1238.0,0,0,0,0,0,88.0,0,0,0,0,0,0,0,0,0,0,0,0,46.0,0,0,0,232.0,1330.0,0,707.0,759.0,0,0,0,0,0,0,0,0,156.0,0,0,254.0,74.0,0,0,0,0,0,681.0
MEG_4169|Metals|Nickel_resistance|Nickel_ABC_efflux_pumps|NIKB,46.0,37.0,0,0,63.0,0,0,0,49.0,0,0,0,645.0,0,0,278.0,429.0,0,0,0,19.0,213.0,0,0,0,0,0,0,103.0,0,0,269.0,0,0,0,0,34.0,864.0,194.0,0,0,871.0,33.0,0,0,0,0,0,80.0,0,696.0,0,0,0,28.0,0,64.0,76.0,0,0,0,0,0,0,0,0,0,14.0,140.0,0,515.0,0,56.0,92.0,0,0,0,0,0,0,0,0,133.0,0,0,0,11.0,1123.0,68.0,128.0,0,0,0,0,0,0,0,0,0,0,0,0,452.0,0,50.0,0,25.0,0,0,0,0,0,0,0,40.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,332.0,51.0,131.0,0,0,283.0,0,0,139.0,0,68.0,74.0,0,27.0,0,0,65.0,0,0,70.0,0,0,771.0,74.0,0,406.0,0,0,0,0,0,899.0,0,34.0,0,39.0,0,304.0,0,0,231.0,0,0,0,0,0,108.0,545.0,303.0,0,0,0,0,0,27.0,0,25.0,307.0,0,214.0,0,0,0,0,0,161.0,0,0,112.0,0,0,0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,368.0,0,25.0,0,0,834.0,0,0,0,0,0,0,0,0,32.0,0,0,0,0,0,0,0,0,321.0,277.0,20.0,92.0,207.0,60.0,0,278.0,0,0,0,0,0,32.0,0,0,139.0,85.0,0,0,68.0,0,27.0,106.0
MEG_7175|Drugs|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETO,0,51.0,0,0,0,0,103.0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.0,0,0,0,0,0,0,63.0,0,0,0,0,74.0,0,0,0,0,0,0,0,0,0,0,0,0,0,77.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.0,0,0,0,0,0,0,24.0,0,0,96.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212.0,0,0,0,0,0,0,297.0,86.0,0,0,94.0,0,0,0,0,0,0,53.0,45.0,0,0,0,0,195.0,0,0,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,0,0,0,0,0,0,0,0,92.0,0,24.0,0,0,0,0,0,0,0,0,0,0
MEG_848|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,58.0,0,0,0,81.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.0,0,0,0,0,0,0,0,0,0,0,0,0,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0
MEG_6138|Drugs|Glycopeptides|Vancomycin-resistant_mutation|RPOC|RequiresSNPConfirmation,252.0,565.0,429.0,0,367.0,0,0,936.0,0,0,340.0,0,0,0,0,0,196.0,494.0,290.0,0,110.0,206.0,0,0,0,0,0,415.0,0,0,0,0,191.0,570.0,367.0,0,0,0,0,0,0,0,365.0,0,0,0,0,0,0,0,0,0,1012.0,0,0,194.0,0,0,0,0,0,0,0,0,0,0,0,343.0,571.0,894.0,206.0,0,0,0,0,0,0,0,0,0,0,0,0,0,816.0,439.0,1082.0,0,241.0,0,0,343.0,203.0,0,0,299.0,0,0,488.0,0,0,0,0,135.0,0,0,373.0,713.0,0,0,0,0,0,788.0,0,0,0,0,0,0,0,202.0,378.0,0,0,0,214.0,0,0,0,0,205.0,0,613.0,481.0,685.0,0,0,407.0,604.0,0,0,434.0,0,0,0,0,0,0,0,0,0,0,0,0,248.0,0,0,374.0,0,0,0,0,0,0,0,368.0,0,224.0,0,0,0,0,0,331.0,0,0,0,0,765.0,320.0,0,1275.0,0,113.0,141.0,0,300.0,0,0,0,0,0,0,0,1002.0,83.0,0,0,0,0,0,0,692.0,745.0,0,0,0,0,0,212.0,0,382.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363.0,0,0,0,0,0,0,0,419.0,765.0,262.0,288.0,0,197.0,0,918.0,0,173.0,0,329.0,0,0,0,816.0,712.0,0,0,530.0,0,169.0,0,294.0,0,0,156.0,0
MEG_861|Drugs|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEG_7456|Drugs|Glycopeptides|VanA-type_regulator|VANRA,0,126.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139.0,0,0,0,0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1450.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.0,0,0,0,0,0,0,0,0,0,0,0,22.0,0,0,0,0,0,665.0,0,0
MEG_3610|Drugs|MLS|Lincosamide_nucleotidyltransferases|LNUC,0,0,11.0,0,18.0,32.0,78.0,25.0,0,12.0,0,89.0,25.0,25.0,0,0,28.0,0,0,0,0,18.0,7.0,0,7.0,43.0,0,5.0,0,0,0,0,22.0,36.0,59.0,0,0,89.0,0,8.0,26.0,0,130.0,0,135.0,124.0,33.0,39.0,0,0,101.0,60.0,71.0,0,0,23.0,42.0,245.0,34.0,52.0,0,0,16.0,29.0,0,0,15.0,13.0,0,75.0,204.0,5.0,25.0,28.0,0,74.0,26.0,47.0,0,0,0,105.0,655.0,12.0,0,0,124.0,0,8.0,0,0,15.0,0,28.0,0,19.0,0,0,41.0,0,0,9.0,20.0,0,0,44.0,0,100.0,0,8.0,184.0,31.0,18.0,73.0,0,0,24.0,18.0,0,0,0,14.0,104.0,0,29.0,0,8.0,0,0,0,82.0,0,110.0,43.0,30.0,209.0,6.0,7.0,0,12.0,0,40.0,34.0,0,6.0,0,0,10.0,16.0,5.0,0,12.0,0,768.0,0,23.0,0,47.0,42.0,11.0,0,7.0,56.0,103.0,0,0,231.0,172.0,905.0,0,23.0,23.0,0,183.0,121.0,0,0,16.0,0,129.0,302.0,0,281.0,36.0,17.0,16.0,0,0,379.0,26.0,0,13.0,43.0,18.0,6.0,111.0,0,40.0,0,0,17.0,7.0,89.0,0,0,14.0,10.0,0,22.0,417.0,0,0,93.0,0,0,45.0,0,161.0,15.0,0,0,63.0,7.0,0,29.0,0,0,47.0,0,0,0,16.0,0,6.0,0,61.0,147.0,9.0,0,0,0,114.0,9.0,0,69.0,72.0,0,12.0,0,0,24.0,188.0,18.0,27.0,0,0,0,0,11.0,39.0,0,19.0,0
